Simple_Sentence_ID,Complex_Sentence_ID,Annotated_Triples,
CS642-SIM-3,CS642," (Practitioner, identified, 9 subjects) (Practitioner, identified, 20 subjects) (9 subjects, not having, chronic medical conditions)",
CS642-SIM-4,CS642,"(Thondavada, is, historical village)",
CS643-SIM-1,CS643," (It, is located in, Chandragiri mandal), (Chandragiri mandal, of, Chittoor district), (Chittoor district, of, India)",
CS643-SIM-2,CS643,"(It, located_in, Andhra Pradesh)",
CS643-SIM-3,CS643,"(It, is situated at, headwaters of the Swarnamuki River)",
CS643-SIM-4,CS643,"(Thondavada, be, historical village)",
CS644-SIM-1,CS644,"(Chandragiri mandal, is in, Chittoor district)",
CS644-SIM-2,CS644,"(Indian state,is in,Andhra Pradesh)",
CS644-SIM-3,CS644,"(Swarnamuki River, at, headwaters) (headwaters, of, Swarnamuki River)",
CS644-SIM-4,CS644,"(Thoughts,about,Limerent object)(Limerent object,be,unnervingly consistent)",
CS645-SIM-1,CS645,"(Thoughts, define, Experiences), (Experiences, defined by, Thoughts)",
CS645-SIM-2,CS645,"(Events, bring, thoughts) (Associations, bring, thoughts) (Stimuli, bring, thoughts) (Experiences, bring, thoughts) (Thoughts, of, limerent object)",
CS645-SIM-3,CS645,"(thoughts, shape, experiences)",
CS645-SIM-4,CS645,"(Thoughts,are returning,limerent object)",
CS646-SIM-1,CS646,"(Thoughts, Define, Experiences)",
CS646-SIM-2,CS646,"(Events, bring, thoughts) (Associations, bring, thoughts) (Stimuli, bring, thoughts) (Experiences, bring, thoughts) (Thoughts, of, limerent object)",
CS646-SIM-3,CS646,"(Mind,Has,Limerent Object)",
CS646-SIM-4,CS646,"(Thoughts,are constant,limerent object)",
CS647-SIM-1,CS647,"(Thoughts,define,Experiences), (Thoughts,define,Limerent Object)",
CS647-SIM-2,CS647,"(Thoughts,return,Events) (Thoughts,return,Associations) (Thoughts,return,Stimuli) (Thoughts,return,Experiences) (Limerent Object,receive,Thoughts)",
CS647-SIM-3,CS647,"(Thoughts,be about,limerent object) (Thoughts,be consistent, limerent object)",
CS647-SIM-4,CS647,"(Thoughts, be about , limerent object) (limerent object, be consistent, Thoughts)",
CS648-SIM-1,CS648,"(Wear debris, transferred, )",
CS648-SIM-2,CS648,"(Lumps, be, created)",
CS648-SIM-3,CS648,"(oxide surface layer, penetrated, )",
CS648-SIM-4,CS648,"(underlying bulk material, suffered damage, Yes)",
CS648-SIM-5,CS648,"(Plastic deformation, happened, energy accumulation) (Plastic flow, happened, energy accumulation) (Plastic deformation, caused, plastic flow)",
CS648-SIM-6,CS648,"(Temperature, increased, )",
CS649-SIM-1,CS649,"(Pasha's team, approached by, small business community members) (Socialist, approached by, small business community members) (Pasha's team, located at, Socialist)",
CS649-SIM-2,CS649,"(They, weren't able to help, as their pricing was for larger enterprises)",
CS649-SIM-3,CS649,"(An idea, came after, this)",
CS650-SIM-1,CS650,"(He, started, working) (He, worked, International Marine Radio Company)",
CS650-SIM-2,CS650,"(He, become, director), (He, of, company)",
CS650-SIM-3,CS650,"(He, retired from, company), (He, retired in, 1950)",
CS651-SIM-1,CS651,"(He,start working for,International Marine Radio Company)",
CS651-SIM-2,CS651,"(He,became,director), (He,became,company)",
CS651-SIM-3,CS651,"(He, retired from, company) (He, retired in, 1950)",
CS652-SIM-1,CS652,"(The Commonwealth Court of Conciliation and Arbitration, ""existed in"", Australia)",
CS652-SIM-2,CS652,"(It, have, ability)(Ability, arbitrate, interstate industrial disputes)",
CS652-SIM-3,CS652,"(court, defunct, now)",
CS653-SIM-1,CS653,"(Puerto Rico, awards, Nemesio Canales Award in Literature), (Nemesio Canales Award in Literature, awarded, every year)",
CS653-SIM-2,CS653," (Puerto Rico, honors, outstanding young writers)  (outstanding young writers, receive, Nemesio Canales Award)",
CS653-SIM-3,CS653,"(Nemesio Canales, named after, public housing project in San Juan) (public housing project in San Juan, named after, Nemesio Canales)",
CS654-SIM-1,CS654," (Puerto Rico, awards, Nemesio Canales Award in Literature)  (Nemesio Canales Award in Literature, awarded, every year)",
CS654-SIM-2,CS654,"(It,recognizes,outstanding young writers)",
CS654-SIM-3,CS654,"(public housing project, is, in San Juan), (public housing project, named after, him)",
CS655-SIM-1,CS655,"(Harry,realize,Kevin is home alone),  (Marv,realize,Kevin is home alone)",
CS655-SIM-2,CS655,"(Kevin, overhears, them discussing plans to break into his house) (Them, discuss plans, to break into Kevin's house)",
CS655-SIM-3,CS655,"(Kevin, be, alone), (Kevin, be, home), (Christmas Eve, have, Kevin)",
CS655-SIM-4,CS655,"(Harry, plan to break into, Kevin's house), (Marv, plan to break into, Kevin's house)",
CS656-SIM-1,CS656,"(Frederik van Pallandt, settle, Philippines), (Frederik van Pallandt, settle, early 1990s)",
CS656-SIM-2,CS656,"(He,shot dead in 1994,Susannah)(Susannah,shot dead in 1994,He)",
CS657-SIM-1,CS657,"(Governments, accused of, cronyism), (Governments, spending, public funds)",
CS657-SIM-2,CS657,"(Democratic governments, urged to be open and transparent, financial and contracting activities)",
CS658-SIM-1,CS658,"(Governments, be accused of, cronyism)",
CS658-SIM-2,CS658," (Transparency, is, important)  (Government Accounting, is, Transparent)  (Government Contracting, is, Transparent)",
CS658-SIM-3,CS658,"(Public, should spend, money responsibly)",
CS658-SIM-4,CS658,"(Democracies, need, to be transparent)",
CS659-SIM-1,CS659,"(Governments,be accused of, cronyism)",
CS659-SIM-2,CS659,"(democratic governments,need,to be transparent with their money)",
CS659-SIM-3,CS659,"(democratic governments,require,transparency)",
CS659-SIM-4,CS659,"(Public,should manage,transparency); (Money,should be managed,transparency)",
CS660-SIM-1,CS660," (Barton in the Beans, is, a hamlet),  (a hamlet, belongs to, England)",
CS660-SIM-2,CS660,"(Leicestershire,is in,Hinckley and Bosworth district)",
CS660-SIM-3,CS660,"(Barton in the Beans,is part of,Shackerstone civil parish)",
CS661-SIM-1,CS661,"(Barton in the Beans, is, hamlet), (hamlet, in, England)",
CS661-SIM-2,CS661,"(Barton in the Beans, is located in, Hinckley and Bosworth district of Leicestershire)",
CS661-SIM-3,CS661,"(Barton in the Beans, forms part of, Shackerstone civil parish)",
CS662-SIM-1,CS662," (Barton in the Beans, is, hamlet)  (Barton in the Beans, located in, England)",
CS662-SIM-2,CS662,"(Barton in the Beans, is in , Hinckley and Bosworth district of Leicestershire)",
CS662-SIM-3,CS662,"(Barton in the Beans, forms part of, Shackerstone civil parish)",
CS663-SIM-1,CS663,"(Native group, granted, settlement) (settlement, be, generous)",
CS663-SIM-2,CS663," (Twelve,have been created by, ANCSA)  (large, have been created by, ANCSA) (profitable, have been created by, ANCSA) (corporations, have been created by, ANCSA)",
CS664-SIM-1,CS664,"(Adulteration, Create, Addiction) (Other drugs, Adulterated, Create)",
CS664-SIM-2,CS664," (Cannabis, has been adulterated with, methamphetamine) (B.C. Canada, is location of, Cannabis)",
CS665-SIM-1,CS665,"(Other drugs, are adulterated with, substances), (substances, create, addiction)",
CS665-SIM-2,CS665,"(B.C. Canada,adulteration,cannabis)(B.C. Canada,add,methamphetamine)",
CS666-SIM-1,CS666,"( 'This remastered set', 'was released', 'in Region 1 on March 3 2009' )",
CS666-SIM-2,CS666,"(US set,contains,more extras)",
CS667-SIM-1,CS667," (continuing education, offer, evening courses)  (evening courses, be offered, continuing education)",
CS667-SIM-2,CS667,"(Both,credit,divisions) (Both,non-credit,divisions) (divisions,are,available)",
CS667-SIM-3,CS667,"(Corporate training, is offered, Also)",
CS668-SIM-1,CS668,"(Continuing education, offer, evening courses)",
CS668-SIM-2,CS668,"(Credit and non credit divisions, offer, evening courses)",
CS668-SIM-3,CS668,"(Corporeate Training, is available, null)",
CS669-SIM-1,CS669,"(In June 1862, it, have, 449 men)",
CS669-SIM-2,CS669," Twelve, killed, Malvern Hill  Men, killed, Malvern Hill  Twelve, be killed, Malvern Hill",
CS669-SIM-3,CS669,"(57,were wounded,Malvern Hill)",
CS669-SIM-4,CS669," (Six men, were missing, Malvern Hill) (Malvern Hill, had missing, Six men)",
CS669-SIM-5,CS669,"(7 men, wounded ,during Maryland Campaign)",
CS670-SIM-1,CS670,"(Malvern Hill, have, 449 men), (June 1862, report, 449 men)",
CS670-SIM-2,CS670,"(12, killed, Malvern Hill), (57, wounded, Malvern Hill), (6, missing, Malvern Hill), (Malvern Hill, reported, June 1862)",
CS670-SIM-3,CS670,"(7, were wounded, during the Maryland Campaign in June 1862) (Maryland Campaign, occurred, in June 1862)",
CS671-SIM-1,CS671,"(Thomas, attended, Society of Friends school); (Thomas, attended, Baltimore)",
CS671-SIM-2,CS671," (Thomas, transferred, with her cousin Bessie), (Thomas, transferred, to the Howland Institute), (Thomas, transferred, in October 1872), (Bessie, transferred, with her cousin Thomas), (Bessie, transferred, to the Howland Institute), (Bessie, transferred, in October 1872)",
CS671-SIM-3,CS671," (""Howland Institute"", ""was"", ""Quaker boarding school"") (""Howland Institute"", ""located"", ""near Ithaca, New York"")",
CS672-SIM-1,CS672,"(Hawks, kill, adults) (Hawks, kill, young) (Owls, kill, adults) (Owls, kill, young) (Snakes, kill, adults)  (Snakes, kill, young)",
CS672-SIM-2,CS672,"(Forest, cause, habitat loss)",
CS672-SIM-3,CS672,"(This species, has, no major conservation concerns over most of its range)",
CS673-SIM-1,CS673,"(He, retired, 1952)",
CS673-SIM-2,CS673,"(He, ran, a pub in Aintree)",
CS673-SIM-3,CS673,"(He, died, October 1986)",
CS673-SIM-4,CS673,"(He, be_aged, 76)",
CS674-SIM-1,CS674,"(He, retired, 1952)",
CS674-SIM-2,CS674,"(He, ran, pub), (He, in, Aintree)",
CS674-SIM-3,CS674,"(He, died, October 1986)",
CS674-SIM-4,CS674,"(He, was, 76) (He, died, 76)",
CS675-SIM-1,CS675,"(He,retired,1952)",
CS675-SIM-2,CS675,"(He,run,pub), (pub,located_in,Aintree)",
CS675-SIM-3,CS675,"(He, die, October 1986), (He, die, 1986)",
CS675-SIM-4,CS675,"(He, was, 76 years old)",
CS676-SIM-1,CS676,"(He, returned, 25 March 1945)",
CS676-SIM-2,CS676,"(He, claimed, 26 tanks destroyed)",
CS676-SIM-3,CS676,"(The war, ended, .)",
CS677-SIM-1,CS677,"(He, returned to, operations), (He, returned on, 25 March 1945)",
CS677-SIM-2,CS677,"(He, claimed, destroyed 26 tanks), (He, claimed, end of the war)",
CS678-SIM-1,CS678,"(The Turks,looting,countryside) (The Turks,pillaging,countryside)",
CS678-SIM-2,CS678," (Thrace, was in the hands of, Halil Pasha), (Halil Pasha,had,Thrace) (Two Years,duration of,Thrace)",
CS678-SIM-3,CS678," (local inhabitants, did not cultivate, lands)  (lands, cultivated by, local inhabitants)",
CS679-SIM-1,CS679,"(Bayport,be,station stop), (station stop,along,Montauk Branch)",
CS679-SIM-2,CS679,"(The first depot, opened, March 1869)",
CS679-SIM-3,CS679,"(depot, was razed, 1903)",
CS680-SIM-1,CS680,"(Bayport,be,station stop), (Montauk Branch,have,station stop)",
CS680-SIM-2,CS680," (The first depot, opened, in March 1869)  (The first depot, opened on, March 1869)",
CS680-SIM-3,CS680,"(Depot, razed, 1903)",
CS681-SIM-1,CS681,"(Smith, arranged, NATO air strikes) (Smith, arranged, artillery barrage)",
CS681-SIM-2,CS681," (Bosnian forces,ground assault,This)  (Croatian forces,ground assault,This)",
CS681-SIM-3,CS681,"(The siege, was lifted, as a result)",
CS681-SIM-4,CS681,"(The Dayton Agreement, was signed, then)",
CS682-SIM-1,CS682,"(Smith,arranged,NATO air strikes and artillery barrages)",
CS682-SIM-2,CS682,"(Bosnian and Croatian forces, launched, ground assault) (Bosnian and Croatian forces, end, siege)",
CS682-SIM-3,CS682,"(Dayton Agreement, lead to, This)",
CS683-SIM-1,CS683," (Rev. George Schwarz, arrive, September 1887)",
CS683-SIM-2,CS683," (Rev. Wilhelm Poland, arrived, 1889)",
CS683-SIM-3,CS683,"(Mission staff,reorganize,There)",
CS684-SIM-1,CS684," (Shahid Kapoor, is, Bollywood actor)  (Shahid Kapoor, from, Pankaj Kapoor)",
CS684-SIM-2,CS684,"(Ishaan Khattar, is, her son), (her, have, second marriage)",
CS685-SIM-1,CS685,"(He, elected, 1976)",
CS685-SIM-2,CS685,"(He, serve as Minister of Health, 1990), (He, serve as Minister of Health, 2000)",
CS685-SIM-3,CS685,"(He, left, minister), (He, left, 1974)",
CS686-SIM-1,CS686,"(Cone snails, are, carnivorous)",
CS686-SIM-2,CS686," (Cone snails,are,predatory)",
CS686-SIM-3,CS686,"(Cone snails, hunt, prey), (Cone snails, eat, prey)",
CS686-SIM-4,CS686,"(Cone snails,eat,marine worms)",
CS686-SIM-5,CS686,"(Cone snails, eat, small fish)",
CS686-SIM-6,CS686,"(Cone snails,eat,mollusks)",
CS686-SIM-7,CS686,"(Cone snails,eat,other cone snails)",
CS687-SIM-1,CS687,"(Cone snails, are, carnivorous)",
CS687-SIM-2,CS687,"(Cone snails, are, predatory)",
CS687-SIM-3,CS687,"(Cone snails, hunt, prey)(Cone snails, eat, prey)",
CS687-SIM-4,CS687,"(Cone snails, consume, marine worms)",
CS687-SIM-5,CS687,"(Cone snails, feed on, small fish)",
CS687-SIM-6,CS687,"(Cone snails, feed on, mollusks)",
CS687-SIM-7,CS687,"(Cone snails,eat,other cone snails)",
CS688-SIM-1,CS688,"(Cone snails,are,carnivorous)",
CS688-SIM-2,CS688,"(Cone snails,are,predatory)",
CS688-SIM-3,CS688,"(Cone snails, hunt, prey), (Cone snails, eat, prey)",
CS688-SIM-4,CS688,"(Cone snails, eat, marine worms)",
CS688-SIM-5,CS688,"(Cone snails, eat, small fish)",
CS688-SIM-6,CS688,"(Cone snails,eat,mollusks)",
CS688-SIM-7,CS688,"(Cone snails,eat,other cone snails)",
CS689-SIM-1,CS689,"(Steel Design, chosen, after bids) (Bids, came in, too high)",
CS689-SIM-2,CS689,"(The plan, use, concrete), (The plan, keep, costs down)",
CS690-SIM-1,CS690,"(plan, use, concrete) (original, be, plan)",
CS690-SIM-2,CS690,"(A steel design, chosen, instead)",
CS690-SIM-3,CS690,"(The bids,were,too high) (The bids,for,the concrete bridge)",
CS691-SIM-1,CS691,"(A steel design, was chosen, none)",
CS691-SIM-2,CS691,"(bid, be, too high)",
CS691-SIM-3,CS691,"(plan, use, concrete)",
CS691-SIM-4,CS691,"(cost,was,consideration)",
CS692-SIM-1,CS692,"(She, attended, college)",
CS692-SIM-2,CS692,"(She,had,two serious boyfriends)",
CS692-SIM-3,CS692,"(She, stated, she was a virgin)",
CS692-SIM-4,CS692,"(She,had taken,IV drugs)",
CS692-SIM-5,CS692,"(She, had never received, blood transfusion)",
CS693-SIM-1,CS693,"(She, attended, college)",
CS693-SIM-2,CS693,"(She,have,two serious boyfriends) (two serious boyfriends,be,She's)",
CS693-SIM-3,CS693,"(she,state,she was a virgin)",
CS693-SIM-4,CS693,"(She, had, never taken IV drugs)",
CS693-SIM-5,CS693,"(She, had, never received a blood transfusion)",
CS694-SIM-1,CS694,"(Number of properties,are,4000 plus), (Properties,are rented,Half)",
CS694-SIM-2,CS694,"(landlord, is now, Places for People)",
CS694-SIM-3,CS694,"(residential properties, have, good mix)",
CS695-SIM-1,CS695,"(residential properties, is a, good mix)",
CS695-SIM-2,CS695,"(Half of 4000 properties, are, rented)",
CS695-SIM-3,CS695,"(landlord, is now, Places for People)",
CS696-SIM-1,CS696,"(Han, started, fight), (fight, started in, mess hall)",
CS696-SIM-2,CS696,"(He, was draggedto, isolation cell), (isolation cell, was for, punishment )",
CS696-SIM-3,CS696,"(Han, overpowered, guards)",
CS696-SIM-4,CS696,"(He, escaped, disguised) (He, escaped in,  guard's uniforms)",
CS697-SIM-1,CS697,"(Its name, changed, many times over the years)",
CS697-SIM-2,CS697,"(Latvia, was part of, USSR)",
CS697-SIM-3,CS697,"(It, named after, Janis Fabricius) (Janis Fabricius, military commander of, Red Army)",
CS698-SIM-1,CS698,"(It, changed, name) (name, changed many times, over the years)",
CS698-SIM-2,CS698,"(regime change, due to, country)",
CS698-SIM-3,CS698,"(Latvia, named after, Janis Fabricius)",
CS698-SIM-4,CS698,"(Janis Fabricius, was a military commander of, Red Army)",
CS699-SIM-1,CS699,"(The Phillips Covered Bridge, is in, 'Parke County, Indiana')",
CS699-SIM-2,CS699," (It, is a, Burr Arch Truss covered bridge structure)",
CS699-SIM-3,CS699,"(Joseph A. Britton, built, it) (it, built by, Joseph A. Britton) (It, built in, 1909)",
CS699-SIM-4,CS699,"(It, southeast of, 'Montezuma, Indiana')",
CS700-SIM-1,CS700,"(WW2, began in, 1940)",
CS700-SIM-2,CS700,"(The factory, turned over to, produce munitions) (factory, produce, munitions)",
CS700-SIM-3,CS700,"(hostilities, ceased, no suitable engines available) (hostilities, ended, no suitable engines available) (suitable engines, unavailable, after hostilities)",
CS700-SIM-4,CS700,"(company, wound up, None)",
CS701-SIM-1,CS701,"(WW2, began in, 1940)",
CS701-SIM-2,CS701,"(Factory, was turned over, to make munitions)",
CS701-SIM-3,CS701,"(suitable engines, were not available after, WW2)",
CS701-SIM-4,CS701,"(company, was, wound up)",
CS702-SIM-1,CS702," (The magazine, founded in, Australia)",
CS702-SIM-2,CS702,"(Geoff Hill, founder of, magazine), (magazine, founded by, Geoff Hill), (magazine, found in, 1984)",
CS702-SIM-3,CS702,"(Magazine, relocated to ,United Kingdom)",
CS703-SIM-1,CS703,"(Geoff Hill, founded, magazine), (magazine, founded in, 1984), (magazine, founded in, Australia)",
CS703-SIM-2,CS703,"(Magazine, relocated to, United Kingdom) (Magazine, relocated in, 1984)",
CS704-SIM-1,CS704,"(He, attempted to see, her)",
CS704-SIM-2,CS704,"(She, was a, murderer)",
CS704-SIM-3,CS704,"(He, was allowed to, meet her on September 27, 2005)",
CS705-SIM-1,CS705,"(He, is an uncle to, Daniel Urlich)",
CS705-SIM-2,CS705,"(Paula,parents_of,Daniel Urlich), (John,parents_of,Daniel Urlich)",
CS705-SIM-3,CS705,"(Michael, is uncle of, Daniel Urlich) (Daniel Urlich, has uncle, Michael)",
CS706-SIM-1,CS706,"(He, is an uncle to, Daniel Urlich)",
CS706-SIM-2,CS706,"(Paula, is Parent of, Daniel Urlich), (John, is parent of, Daniel Urlich)",
CS706-SIM-3,CS706,"(Michael, is uncle of, Daniel Urlich)",
CS707-SIM-1,CS707,"(John Olsen,challenged,Dean Brown), (John Olsen,challenged for,Liberal leadership), (Liberal Leadership,challenge in,1996)",
